Date,USD
2018-01-12 23:00:00,946314221.587
2018-01-15 23:00:00,787732866.9914
2018-01-18 23:00:00,1934446829.373
2018-01-21 23:00:00,1175503832.9436
2018-01-24 23:00:00,1076890874.306
2018-01-27 23:00:00,873498645.6154
2018-01-30 23:00:00,1445440048.8948
2018-02-02 23:00:00,2491149103.6881
2018-02-05 23:00:00,2089572991.491
2018-02-08 23:00:00,1400664131.4024
2018-02-11 23:00:00,858240548.9922
2018-02-14 23:00:00,1138250927.2096
2018-02-17 23:00:00,1215318036.3898
2018-02-20 23:00:00,1482868607.2068
2018-02-23 23:00:00,1286052865.794
2018-02-26 23:00:00,1102352166.9636
2018-03-01 23:00:00,877677223.9032
2018-03-04 23:00:00,642906304.456
2018-03-07 23:00:00,1677040469.5836
2018-03-10 23:00:00,897354070.8552
2018-03-13 23:00:00,1112391454.4028
2018-03-16 23:00:00,973873396.0022
2018-03-19 23:00:00,1353859594.1104
2018-03-22 23:00:00,946210970.4005
2018-03-26 00:00:00,579084803.85
2018-03-29 00:00:00,589107762.5112
2018-04-01 00:00:00,828105595.6824
2018-04-04 00:00:00,841607108.5016
2018-04-07 00:00:00,513594758.6484
2018-04-10 00:00:00,836397533.2548
2018-04-13 00:00:00,1477855674.802
2018-04-16 00:00:00,529840058.865
2018-04-19 00:00:00,547100495.37
2018-04-22 00:00:00,750430994.908
2018-04-25 00:00:00,1227082384.8822
2018-04-28 00:00:00,622772523.1995
2018-05-01 00:00:00,512078867.4795
2018-05-04 00:00:00,826646057.0515
2018-05-07 00:00:00,531232089.8976
2018-05-10 00:00:00,565867529.934
2018-05-13 00:00:00,695724449.4096
2018-05-16 00:00:00,643573959.145
2018-05-19 00:00:00,447479924.2704
2018-05-22 00:00:00,371715199.5491
2018-05-25 00:00:00,731051376.6528
2018-05-28 00:00:00,279306859.8048
2018-05-31 00:00:00,378650506.1856
2018-06-03 00:00:00,307593603.3828
2018-06-06 00:00:00,379726332.7494
2018-06-09 00:00:00,245102804.0624
2018-06-12 00:00:00,459832204.8818
2018-06-15 00:00:00,603633809.7738
2018-06-18 00:00:00,184473224.2522
2018-06-21 00:00:00,302034265.9362
2018-06-24 00:00:00,289224701.2362
2018-06-27 00:00:00,326673797.5094
2018-06-30 00:00:00,514392178.4736
2018-07-03 00:00:00,406984481.0588
2018-07-06 00:00:00,368324017.1091
2018-07-09 00:00:00,220696037.4376
2018-07-12 00:00:00,275030732.0278
2018-07-15 00:00:00,164361051.426
2018-07-18 00:00:00,761941225.026
2018-07-21 00:00:00,523947504.4375
2018-07-24 00:00:00,705993833.706
2018-07-27 00:00:00,569963389.5512
2018-07-30 00:00:00,244581855.3829
2018-08-02 00:00:00,561036987.738
2018-08-05 00:00:00,485518589.8088
2018-08-08 00:00:00,508615426.2348
2018-08-11 00:00:00,589620096.576
2018-08-14 00:00:00,466729007.056
2018-08-17 00:00:00,395312232.81
2018-08-20 00:00:00,242872344.6024
2018-08-23 00:00:00,758373447.51
2018-08-26 00:00:00,282579594.6204
2018-08-29 00:00:00,511091113.8893
2018-09-01 00:00:00,371447313.6576
2018-09-04 00:00:00,347423826.5848
2018-09-07 00:00:00,771294810.4338
2018-09-10 00:00:00,277073175.0644
2018-09-13 00:00:00,310389619.7556
2018-09-16 00:00:00,162919518.615
2018-09-19 00:00:00,286102549.0962
2018-09-22 00:00:00,562369970.232
2018-09-25 00:00:00,331869673.6305
2018-09-28 00:00:00,346892752.0064
2018-10-01 00:00:00,218012664.3032
2018-10-04 00:00:00,303440379.4444
2018-10-07 00:00:00,161983068.3956
2018-10-10 00:00:00,193623568.374
2018-10-13 00:00:00,215730649.56
2018-10-16 00:00:00,1178100920.2503
2018-10-19 00:00:00,296802022.5684
2018-10-22 00:00:00,134160567.1176
2018-10-25 00:00:00,230782191.7884
2018-10-28 00:00:00,141089199.0627
2018-10-30 23:00:00,237445610.0415
2018-11-02 23:00:00,191863094.391
2018-11-05 23:00:00,161192819.424
2018-11-08 23:00:00,268942797.627
2018-11-11 23:00:00,149652633.413
2018-11-14 23:00:00,1068777739.766
2018-11-17 23:00:00,187745032.4724
2018-11-20 23:00:00,1455657697.6194
2018-11-23 23:00:00,489895164.5904
2018-11-26 23:00:00,784661844.5325
2018-11-29 23:00:00,564041239.0394
2018-12-02 23:00:00,314509624.5
2018-12-05 23:00:00,412960592.3912
2018-12-08 23:00:00,501085554.5682
2018-12-11 23:00:00,306997665.7128
2018-12-14 23:00:00,406362868.6126
2018-12-17 23:00:00,501899316.0194
2018-12-20 23:00:00,938950259.6941
2018-12-23 23:00:00,363146370.6295
2018-12-26 23:00:00,332210350.9134
2018-12-29 23:00:00,273159528.0084
2019-01-01 23:00:00,241928399.1936
2019-01-04 23:00:00,293647134.8172
2019-01-07 23:00:00,314915700.8125
2019-01-10 23:00:00,465176834.075
2019-01-13 23:00:00,170721560.2716
2019-01-16 23:00:00,237255849.8063
2019-01-19 23:00:00,205575557.0148
2019-01-22 23:00:00,209940367.5135
2019-01-25 23:00:00,184223340.8878
2019-01-28 23:00:00,219370864.0452
2019-01-31 23:00:00,112849977.6102
2019-02-03 23:00:00,80969399.1302
2019-02-06 23:00:00,143900701.53
2019-02-09 23:00:00,106699453.4838
2019-02-12 23:00:00,163866857.0902
2019-02-15 23:00:00,120798170.078
2019-02-18 23:00:00,429150386.544
2019-02-21 23:00:00,196426384.1712
2019-02-24 23:00:00,400105758.6783
2019-02-27 23:00:00,226984139.4655
2019-03-02 23:00:00,120293269.5584
2019-03-05 23:00:00,278485172.505
2019-03-08 23:00:00,317288682.4932
2019-03-11 23:00:00,116557011.3127
2019-03-14 23:00:00,168146954.5833
2019-03-17 23:00:00,105693358.7448
2019-03-20 23:00:00,147543802.276
2019-03-23 23:00:00,57296676.7912
2019-03-26 23:00:00,77182620.0366
2019-03-29 23:00:00,168998311.248
2019-04-02 00:00:00,178833230.7077
2019-04-05 00:00:00,476408009.5764
2019-04-08 00:00:00,382675686.0166
2019-04-11 00:00:00,368160408.1908
2019-04-14 00:00:00,106569784.6862
2019-04-17 00:00:00,205894131.1575
2019-04-20 00:00:00,186470171.4552
2019-04-23 00:00:00,268620376.3607
2019-04-26 00:00:00,346365600.4305
2019-04-29 00:00:00,104885492.521
2019-05-02 00:00:00,51098585.5099
2019-05-05 00:00:00,120664799.3124
2019-05-08 00:00:00,147447099.5428
2019-05-11 00:00:00,169471566.4152
2019-05-14 00:00:00,459019962.2457
2019-05-17 00:00:00,295196717.872
2019-05-20 00:00:00,293462035.909
2019-05-23 00:00:00,162680990.5773
2019-05-26 00:00:00,62381654.186
2019-05-29 00:00:00,134279873.6864
